user_id,item_id,score,group_id,fairness_id,get_group,groupindex,group_size,common_knowledge
1615,2955,1,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,16517,0,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,8191,0,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1615,6310,1,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,8992,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1117,8675,1,1,7,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,11955,1,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
2099,15441,1,1,10,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,13708,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1117,7753,1,1,7,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1615,7471,1,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1117,3522,1,1,7,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,104,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,14654,1,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,12097,1,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,118,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,15777,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1117,1376,1,1,7,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,12911,1,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,2013,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,97,0,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1018,15614,1,1,5,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,14024,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,6486,1,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,383,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,15018,0,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1117,12537,1,1,7,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1018,15550,1,1,5,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,3935,0,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,14454,0,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,6694,0,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,7418,0,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1615,2970,1,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1018,15611,1,1,5,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,4665,0,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,7612,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,14682,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1018,1280,0,1,5,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,4002,0,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1057,7880,0,1,6,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1117,14380,1,1,7,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,8510,1,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,13810,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,354,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,5988,1,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,13440,0,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,7456,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,12530,1,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1018,3593,1,1,5,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
2099,14774,1,1,10,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1057,1150,0,1,6,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1615,13111,1,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,8593,0,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,16425,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,17435,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1615,2986,1,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1057,10097,0,1,6,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1615,7772,0,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1615,13107,1,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,12938,1,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,1215,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1018,17442,1,1,5,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,11913,0,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,2723,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
2099,15553,1,1,10,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1057,14610,1,1,6,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
2099,13818,1,1,10,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
593,5476,1,1,3,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,13748,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
